Date,Time,D1_Counts,D2_Counts,Coincidences
2026-09-07,06:35:00,99,108,2
2026-09-07,06:40:00,91,77,1
2026-09-07,06:45:00,114,85,4
2026-09-07,06:50:00,98,80,1
2026-09-07,06:55:00,106,100,1
2026-09-07,07:00:00,116,79,3
2026-09-07,07:05:00,100,72,0
2026-09-07,07:10:00,87,93,1
2026-09-07,07:15:00,98,91,3
2026-09-07,07:20:00,98,93,1
2026-09-07,07:25:00,96,66,0
2026-09-07,07:30:00,93,93,1
2026-09-07,07:35:00,103,87,1
2026-09-07,07:40:00,104,81,0
2026-09-07,07:45:00,111,92,3
2026-09-07,07:50:00,104,91,3
2026-09-07,07:55:00,100,82,4
2026-09-07,08:00:00,115,120,3
2026-09-07,08:05:00,88,83,0
2026-09-07,08:10:00,108,90,3
2026-09-07,08:15:00,102,98,2
2026-09-07,08:20:00,88,91,4
2026-09-07,08:25:00,102,104,2
2026-09-07,08:30:00,81,93,2
2026-09-07,08:35:00,94,104,2
2026-09-07,08:40:00,111,89,1
2026-09-07,08:45:00,98,96,1
2026-09-07,08:50:00,110,93,2
2026-09-07,08:55:00,78,85,1
2026-09-07,09:00:00,108,115,4
2026-09-07,09:05:00,106,87,3
2026-09-07,09:10:00,90,96,0
2026-09-07,09:15:00,97,106,4
2026-09-07,09:20:00,101,102,2
2026-09-07,09:25:00,87,98,2
2026-09-07,09:30:00,105,88,2
2026-09-07,09:35:00,100,104,4
2026-09-07,09:40:00,132,89,2
2026-09-07,09:45:00,90,118,2
2026-09-07,09:50:00,93,105,0
2026-09-07,09:55:00,119,87,2
2026-09-07,10:00:00,81,116,4
2026-09-07,10:05:00,108,79,1
2026-09-07,10:10:00,97,79,1
2026-09-07,10:15:00,92,85,3
2026-09-07,10:20:00,108,103,2
2026-09-07,10:25:00,107,70,3
2026-09-07,10:30:00,121,84,3
2026-09-07,10:35:00,117,75,1
2026-09-07,10:40:00,110,79,1
2026-09-07,10:45:00,110,91,3
2026-09-07,10:50:00,111,89,5
2026-09-07,10:55:00,112,108,3
2026-09-07,11:00:00,102,100,2
2026-09-07,11:05:00,106,93,6
2026-09-07,11:10:00,115,84,1
2026-09-07,11:15:00,112,87,1
2026-09-07,11:20:00,133,77,1
2026-09-07,11:25:00,106,85,1
2026-09-07,11:30:00,140,90,1
2026-09-07,11:35:00,95,78,2
2026-09-07,11:40:00,84,97,2
2026-09-07,11:45:00,109,97,2
2026-09-07,11:50:00,106,101,2
2026-09-07,11:55:00,117,85,7
2026-09-07,12:00:00,91,103,2
2026-09-07,12:05:00,106,88,3
2026-09-07,12:10:00,87,85,2
2026-09-07,12:15:00,97,97,1
2026-09-07,12:20:00,84,110,1
2026-09-07,12:25:00,101,78,4
2026-09-07,12:30:00,110,100,2
2026-09-07,12:35:00,95,102,0
2026-09-07,12:40:00,105,83,4
2026-09-07,12:45:00,102,90,3
2026-09-07,12:50:00,110,91,3
2026-09-07,12:55:00,95,76,2
2026-09-07,13:00:00,120,88,4
2026-09-07,13:05:00,110,120,3
2026-09-07,13:10:00,118,96,4
2026-09-07,13:15:00,78,75,1
2026-09-07,13:20:00,108,82,3
2026-09-07,13:25:00,92,85,3
2026-09-07,13:30:00,94,99,2
2026-09-07,13:35:00,97,85,2
2026-09-07,13:40:00,96,80,4
2026-09-07,13:45:00,92,104,5
2026-09-07,13:50:00,101,76,0
2026-09-07,13:55:00,104,102,3
2026-09-07,14:00:00,121,106,5
2026-09-07,14:05:00,93,76,3
2026-09-07,14:10:00,105,95,3
2026-09-07,14:15:00,95,115,5
2026-09-07,14:20:00,107,90,3
2026-09-07,14:25:00,108,63,0
2026-09-07,14:30:00,95,87,2
2026-09-07,14:35:00,102,121,3
2026-09-07,14:40:00,83,83,1
2026-09-07,14:45:00,104,88,1
2026-09-07,14:50:00,99,82,0
2026-09-07,14:55:00,102,68,0
2026-09-07,15:00:00,89,81,0
2026-09-07,15:05:00,100,86,1
2026-09-07,15:10:00,111,110,5
2026-09-07,15:15:00,92,96,1
2026-09-07,15:20:00,97,82,3
2026-09-07,15:25:00,94,94,3
2026-09-07,15:30:00,101,102,4
2026-09-07,15:35:00,109,105,5
2026-09-07,15:40:00,86,88,5
2026-09-07,15:45:00,94,110,1
2026-09-07,15:50:00,106,114,3
2026-09-07,15:55:00,93,95,0
2026-09-07,16:00:00,95,90,3
2026-09-07,16:05:00,119,107,1
2026-09-07,16:10:00,101,102,2
2026-09-07,16:15:00,113,81,3
2026-09-07,16:20:00,98,107,5
2026-09-07,16:25:00,106,72,1
2026-09-07,16:30:00,90,84,2
2026-09-07,16:35:00,109,96,2
2026-09-07,16:40:00,111,96,2
2026-09-07,16:45:00,104,82,2
2026-09-07,16:50:00,84,92,2
2026-09-07,16:55:00,117,73,3
2026-09-07,17:00:00,93,85,0
2026-09-07,17:05:00,101,92,3
2026-09-07,17:10:00,91,97,1
2026-09-07,17:15:00,95,85,2
