Date,Time,BMP390_Pressure(hPa),Online_Temp(C),Online_Pressure(hPa),Online_Humidity(%)
2026-09-01,13:55:00,988.21,28.24,1013.00,70.00
2026-09-01,14:00:00,988.25,28.24,1013.00,70.00
2026-09-01,14:05:00,988.28,28.24,1013.00,70.00
2026-09-01,14:10:00,988.30,28.22,1014.00,77.00
2026-09-01,14:15:00,988.32,28.22,1014.00,77.00
2026-09-01,14:20:00,988.31,28.22,1014.00,77.00
2026-09-01,14:25:00,988.28,29.24,1014.00,75.00
2026-09-01,14:30:00,988.25,29.24,1014.00,75.00
2026-09-01,14:35:00,988.25,29.24,1013.00,67.00
2026-09-01,14:40:00,988.25,29.24,1013.00,67.00
2026-09-01,14:45:00,988.25,29.24,1013.00,67.00
2026-09-01,14:50:00,988.24,29.24,1013.00,67.00
2026-09-01,14:55:00,988.25,29.24,1013.00,67.00
2026-09-01,15:00:00,988.25,29.24,1013.00,67.00
2026-09-01,15:05:00,988.23,29.24,1013.00,67.00
2026-09-01,15:10:00,988.21,28.58,1014.00,74.00
2026-09-01,15:15:00,988.21,28.58,1014.00,74.00
2026-09-01,15:20:00,988.20,28.58,1014.00,74.00
2026-09-01,15:25:00,988.20,29.24,1014.00,74.00
2026-09-01,15:30:00,988.19,29.24,1014.00,74.00
2026-09-01,15:35:00,988.17,29.24,1014.00,74.00
2026-09-01,15:40:00,988.14,29.24,1014.00,74.00
2026-09-01,15:45:00,988.11,29.24,1013.00,66.00
2026-09-01,15:50:00,988.08,29.24,1013.00,66.00
2026-09-01,15:55:00,988.03,29.24,1013.00,66.00
2026-09-01,16:00:00,987.99,29.24,1013.00,67.00
2026-09-01,16:05:00,987.97,29.24,1013.00,67.00
2026-09-01,16:10:00,987.95,28.85,1013.00,74.00
2026-09-01,16:15:00,987.94,28.85,1013.00,74.00
2026-09-01,16:20:00,987.93,28.85,1013.00,74.00
2026-09-01,16:25:00,987.91,29.24,1013.00,73.00
2026-09-01,16:30:00,987.86,29.24,1013.00,73.00
2026-09-01,16:35:00,987.83,29.24,1013.00,73.00
2026-09-01,16:40:00,987.80,29.24,1013.00,66.00
2026-09-01,16:45:00,987.78,29.24,1013.00,66.00
2026-09-01,16:50:00,987.76,29.24,1013.00,66.00
2026-09-01,16:55:00,987.78,29.24,1013.00,66.00
2026-09-01,17:00:00,987.79,29.24,1013.00,66.00
2026-09-01,17:05:00,987.81,29.24,1013.00,74.00
2026-09-01,17:10:00,987.80,29.24,1013.00,74.00
2026-09-01,17:15:00,987.80,28.98,1013.00,74.00
2026-09-01,17:20:00,987.79,28.98,1013.00,74.00
2026-09-01,17:25:00,987.78,28.24,1014.00,73.00
2026-09-01,17:30:00,987.80,28.24,1014.00,73.00
2026-09-01,17:35:00,987.82,28.24,1013.00,69.00
2026-09-01,17:40:00,987.82,28.24,1013.00,69.00
2026-09-01,17:45:00,987.83,28.24,1013.00,69.00
